human,ashuman,asmachine
2.769265521833273,2.9026346530789953,2.8272506332432945
2.575512961242396,2.795824431920599,2.871542682464891
2.6101774313486383,3.025381325011633,3.6295441112372155
2.7652743376869395,3.0727054165051837,3.027186409190562
2.683339295251549,2.8897050336160572,2.786905565387081
2.462222932386119,2.863626136969488,3.3038980839238805
2.822885143639652,3.1895670555397166,3.874867689273403
2.6036279580280763,4.030987803117209,3.951284539880519
2.398757610753504,2.8270659619060137,2.7881252357936535
2.7553272464145024,3.0063557121510476,2.882575630677949
2.6658352423320735,2.8905630177447703,3.0559817339860498
2.748861514477103,3.1734737849704096,3.231233826899492
2.470363881192878,2.8735739273511185,3.5528225814144396
2.501558881184111,2.963855507836887,3.029932781609841
2.4776642653308465,2.6425610283506105,2.726372280756531
2.554085962147871,3.007954166838197,2.899224152401993
2.3129989889482623,3.006187035735994,2.7132614298151125
2.5561481571358207,2.8204015735791432,2.7355405634945757
2.539878027023515,2.9868318710383313,3.2591957268399203
2.7373224476378812,2.955314524952657,2.9202330269134924
2.7064538532972615,2.8204910002076113,3.6946217819647753
2.6957466510594763,3.047375557820867,2.607168845617913
2.655693764514618,2.743108181158563,2.9171082175176934
2.7676356202471966,3.1183996483330088,2.84028435842019
2.561485514305306,3.0662118395123716,2.9263066535844473
2.3629573604140583,2.7884166573864433,2.6742995408488706
2.5077332806892314,2.61412252780366,2.4292372197404872
2.496033315326628,2.8475482687942253,3.521447407653904
2.406052538875058,2.892863764567907,2.8404866058764062
2.5150747025529094,2.819481314634898,2.718529602319996
2.519478466895948,2.9459507487235155,3.9436954052746067
2.3271065920569054,2.7793262603511137,2.6175204933091742
2.6459842476645417,3.0028063599280617,3.060926813758159
2.822419091320169,3.0471941261635522,3.026631244609712
2.619073797879463,3.0381880228244964,2.939903451514899
2.6926137506637793,2.8989239725143396,2.83792404229262
2.203306061509358,2.9079746902224133,2.851715526793319
2.4762903357566537,2.7472143667467055,4.049653472482422
2.394622372858349,2.6967850719171804,2.7693832029535312
2.652449077948738,2.869009534686159,3.0514042350721287
2.3743336411023273,2.701852884337564,2.456087766875679
2.749678143475869,2.9501222212889067,3.7481309033620573
2.8012958425428627,2.7825852701729916,2.8490145053022906
2.5372094780759733,3.030447072423848,3.47363105651176
2.366160262971581,2.685553973228635,2.6605325986898434
2.4038578960987875,2.8902804949477106,3.268203271188407
2.7252602469186713,2.7817240856865886,2.9116747125328293
2.539174495175414,2.61586692769012,2.851415470058485
2.6382414737324105,3.067845247572827,2.9794860697229826
2.6249678084685804,3.6004358064294495,3.0715564893256775
2.3077302066473395,2.8625628404478363,2.8867919432443245
2.5690552515370553,2.9349518245385053,3.5877007653955264
2.443263716747793,2.7508003592276125,2.7363334031074737
2.541817616050102,2.8293805607563316,2.8154651786563387
2.625947074044261,2.4176544554053128,3.243668115272717
2.5445608547387026,2.868556398749984,3.5841431494219473
2.398929734543533,2.7578617079734777,2.5348106417155973
2.4746689297729243,2.7839308533248004,3.140326410141406
2.3507340158391252,2.646165128442391,2.529568574705033
2.32026602898376,2.8088461982986823,2.740222924529766
2.5180982159376155,2.8462120863679723,2.93230202627972
2.5855220802579524,2.95925712317947,3.031875296782827
2.4899069974837387,2.92814603841538,2.8779476783519344
2.7259959757023817,2.966496074886589,3.113325120160475
2.5477192709577383,2.7957693986829892,2.851601210598304
2.05840938412847,2.7333728322222264,2.8068729634827485
2.6537014489128565,3.233451192081032,2.861522494435291
2.593864480935036,2.7736415982240348,2.7243406188520036
2.5761601572853463,2.829265615287849,2.9920161088598083
2.2866177085245396,2.8352684365749243,2.7544142311810176
2.702747190388506,2.985805934865778,2.959809983670317
2.796158355723076,2.838924029695389,3.0281672010233347
2.5924853389869633,2.635723449254165,2.872381904862494
2.3887774701576716,3.912118786536553,2.8027886428125495
2.6494339640166986,2.9407475389782647,3.7630334438432174
2.1974113444845425,2.4407885978904105,2.632793944478305
2.3600586794391365,2.650191530740923,2.586874673360971
2.116072815130214,2.6561567909636916,2.6827658553348295
2.1979180955754147,2.6911366686852425,2.644733597863688
2.279102207893943,3.522391991540765,2.963245197460332
2.678202040448196,2.9717102018080035,2.9485187170368956
2.7931736743016793,2.659689947584859,2.8614051112351087
2.642937232730692,2.8793733693331465,2.7890067539304004
2.387223842275833,2.6368593009809698,3.2147509423256415
2.70922428545,2.9860365758713225,3.461899857536652
2.4486797197602055,2.540643012511852,2.5402148035181473
2.573602484469719,2.8107620551330883,2.7692826890364555
2.769028935373424,3.7879528051140405,3.7898681512937724
2.4955652991307318,2.6087905879116984,3.145980525924417
2.454012537700457,2.872040887946708,2.832970486553233
2.5196149515614943,3.0727094480557913,3.0768903713594096
2.6050080384037417,2.933305288204521,2.9980200058762017
2.598696082545542,2.4992103819872367,2.496280824502938
2.5063144764575753,2.634317976488481,2.715949820710276
2.43347309647092,2.6841451319698173,2.961246202998698
2.796732201522806,2.93432997422935,3.0357840366209077
2.608607042749933,2.8561876679808837,3.084595224769961
2.342286514711871,3.4959925447251377,2.7936219793745294
2.2175829510969236,2.6649963245411037,2.6351066358400983
2.756741571628049,3.12929419491113,2.95346840291875
3.0449085775292524,2.941813854511065,3.0194237122802168
2.93296831817204,3.2558565136678626,3.232241045908379
3.1474884707444737,3.6581983108018434,3.8093788005769453
3.2349550165920573,3.4208905457025076,3.7490818175495937
3.3898899694958176,3.1034414034175346,3.271967769426649
2.998758658564881,3.2471155046783533,3.2932383010896995
3.0247599822495683,3.0535247557290623,3.108826745318418
3.176029763583884,3.2515479946038357,3.219210679399489
3.1593403343181348,3.3339204520908217,3.540400934288404
3.0131989203367073,3.161159399721493,3.2083649506805023
3.301918042050517,3.329408261333084,3.7519680744457813
3.444846644175603,3.3426385486723107,3.5698057431011927
3.319888937660767,3.6884279455607034,3.403944631263903
3.2782609525064053,3.7923164470986266,3.9755112657072944
3.390631218761944,3.3621108406922713,3.1918698373871393
3.1588186128823725,3.059333669547603,3.1184593777976195
3.2096917662951543,3.630095631130188,3.27629414437116
3.2902175968077585,3.363023004848249,3.3906040353776503
3.1534838518848383,3.213350727412985,3.130173996755759
3.3357399477193868,3.294987944503921,3.130209997092359
3.0761659747742316,3.17194906325428,3.2382296182757955
2.9788109293494793,3.8824106528911906,3.791339744679303
3.0671501676084785,3.2159483503215625,3.8193355825484665
3.1299113801828176,3.2049024004608766,3.7966132305523947
3.217806443000171,3.1810957897185426,3.710576375895146
3.213650209031656,3.1922796479395963,3.5516875358098274
2.9348631756978727,3.2232331386209983,3.6882691352151493
3.0603502659009476,3.427464661816,3.9115131146145643
2.886431735429605,3.055438646009015,3.5976134649592355
3.192059466861036,3.4713973453102853,3.2484861090727546
2.9316926371705025,3.7141428957758293,3.18215510481672
2.8303096135342054,3.2867292442758727,3.0836128256072217
3.424952799243451,3.2102392432821785,3.655940668048499
3.061283500867793,2.9976347716501937,3.3640238762455774
3.2763827079915875,3.1961939726204607,3.7921183636727216
2.8680175311127805,3.3006569347409633,3.460787998437229
3.107572666802999,3.265902244438399,3.7152617768772496
2.839811338316425,3.1146584714363126,3.308379386454096
2.9850574586066063,3.335305037513204,3.118029798345564
3.4762686453772966,3.3403305760853392,3.453494619391299
2.931762590207013,3.6000254170524433,3.00715982350151
3.505956700895762,3.1785316110792894,3.9485414462172455
3.5452584042893296,3.3727485121116807,3.525446156138576
3.1560610151899096,3.504376519415292,3.860128612039996
3.2016308173798893,3.3462578490926385,3.7644246438650324
3.195151595159486,3.2272998018190875,3.319603006183905
3.2576767247382827,3.48158047082209,3.7898341438154453
3.6343072113148596,3.2875049738811573,3.817403239314675
3.5614996951980022,3.220458667385713,3.7604298762555843
3.627071497339669,3.28045992632061,3.3277760658393567
3.074311259815782,3.206474874683588,3.964929162709735
3.016718344353844,3.989903354481115,3.100361760646427
2.9305158827669437,3.201214019678933,3.5101189392072083
3.171860647706625,3.266163307933618,3.2031101496156826
3.170977188576289,3.846452880937149,3.337756808299148
3.13598411352451,3.5838853041794114,3.633324950997077
3.20836509392031,3.3060918747404715,3.8014767718773963
3.0919171543379833,3.600644064769443,3.015837305621648
3.156589455091327,3.2429117242258383,3.31477611685699
3.141838562452164,3.358582346553828,3.210012879125875
3.080474149811084,3.180707264983356,3.767900546504277
2.766316884773226,3.2608934141260617,3.7259666124363022
4.149483127628961,3.3656147288699994,3.8707120766659804
3.185121357944046,3.258690073444715,3.0682728712906893
3.129757074836885,3.1160411038512654,3.6704191434359243
3.0787887948369073,3.214824295919531,3.5866200729692896
3.0988669185374835,3.184623513553356,3.880178130488709
3.11983254391014,3.174263942480428,2.981429924947146
3.0768054148383515,3.392464556245335,3.446256812646813
3.3067653804252863,3.164642170661401,3.09843783687611
2.9734084587089415,3.1646025722308826,3.7210083492769574
2.914015361090816,3.563086649273828,3.287149690044123
2.9815923021043123,2.8052259289211268,3.267550217639185
3.1727382084460416,3.0793921254628422,3.5960646257286544
3.6398628017597288,3.1807404860983075,3.626161207050962
3.225084063578037,3.2224530744038637,3.638004156217582
3.3374329484986136,3.2823370627901562,3.7729771630707334
3.1510082044132197,3.43436443116108,3.5492930805037526
3.1671589851613464,3.4985971993653107,3.3237497860662155
3.459715391820197,3.2632745910867285,3.692128650687343
2.964733630759636,3.1623315605477864,3.065749440457514
2.9104257573401027,3.0973857155634303,3.034804397505796
3.1404021840289653,3.103178783366621,3.5485561655072684
2.8679885196951753,3.1636985449795163,3.460366104845402
3.378080875870144,3.575027869134317,3.424437458359553
3.0365570752809843,3.0704021540760915,3.6491678507621006
3.2079222024878944,3.266659762418387,3.2906943101762844
3.0443808234157848,3.0935953856269403,3.68509615261804
3.3752000397964523,3.2100562451363337,3.438337302109873
3.3844072270196452,3.3962187030226505,3.951148592050644
3.376857471754834,3.1804753674872717,3.253275709706867
3.106419984534383,3.146470398695854,3.2063923922709
3.2413904950020997,3.703853130683373,3.683334220375563
3.076025140892356,3.623787143666914,3.1639033080308256
3.2839710856845463,3.2563788692248443,3.5698280360071184
3.253731143170939,3.227509469038086,3.377614125865691
3.5281342248247225,3.511712785783834,3.984536642831198
3.3411128623300668,3.0681097822406813,3.3695868509690863
3.1132135752999823,3.1699648982277258,3.785849473502954
3.0923990057241477,3.0742050366139955,3.4298104233852293
