human,ashuman,asmachine
364.0,226.0,232.0
366.0,246.0,218.0
428.0,275.0,18.0
324.0,184.0,295.0
418.0,229.0,239.0
263.0,231.0,23.0
310.0,289.0,21.0
305.0,19.0,17.0
498.0,242.0,394.0
323.0,195.0,317.0
316.0,219.0,207.0
324.0,244.0,215.0
314.0,198.0,21.0
261.0,190.0,192.0
331.0,244.0,216.0
340.0,285.0,224.0
382.0,202.0,201.0
249.0,260.0,259.0
265.0,190.0,188.0
342.0,253.0,211.0
300.0,232.0,20.0
296.0,190.0,245.0
246.0,257.0,255.0
340.0,217.0,197.0
225.0,207.0,207.0
370.0,207.0,283.0
295.0,227.0,259.0
423.0,200.0,28.0
349.0,195.0,217.0
456.0,346.0,361.0
244.0,223.0,18.0
292.0,228.0,247.0
338.0,255.0,221.0
219.0,216.0,200.0
241.0,204.0,228.0
249.0,244.0,218.0
158.0,218.0,201.0
348.0,244.0,14.0
335.0,237.0,231.0
380.0,233.0,208.0
293.0,247.0,293.0
314.0,252.0,16.0
333.0,231.0,228.0
312.0,208.0,184.0
249.0,234.0,228.0
378.0,261.0,209.0
292.0,245.0,256.0
331.0,254.0,327.0
282.0,213.0,225.0
350.0,14.0,228.0
291.0,233.0,237.0
438.0,198.0,198.0
295.0,213.0,213.0
301.0,236.0,230.0
354.0,258.0,27.0
335.0,241.0,29.0
334.0,230.0,225.0
394.0,283.0,204.0
265.0,258.0,215.0
306.0,252.0,257.0
284.0,223.0,235.0
334.0,190.0,209.0
316.0,243.0,243.0
231.0,203.0,209.0
292.0,227.0,225.0
495.0,221.0,275.0
223.0,21.0,223.0
316.0,239.0,247.0
353.0,202.0,200.0
410.0,231.0,211.0
359.0,208.0,207.0
193.0,224.0,174.0
345.0,225.0,177.0
252.0,14.0,227.0
282.0,224.0,13.0
302.0,276.0,278.0
329.0,233.0,270.0
296.0,244.0,230.0
268.0,206.0,217.0
404.0,22.0,224.0
324.0,238.0,242.0
294.0,235.0,219.0
422.0,245.0,219.0
420.0,386.0,186.0
442.0,229.0,223.0
348.0,211.0,260.0
279.0,254.0,263.0
295.0,22.0,179.0
275.0,290.0,174.0
279.0,243.0,206.0
274.0,268.0,232.0
363.0,267.0,274.0
348.0,311.0,250.0
298.0,171.0,211.0
260.0,237.0,212.0
322.0,248.0,231.0
363.0,257.0,243.0
315.0,19.0,262.0
395.0,246.0,231.0
262.0,211.0,210.0
203.0,250.0,225.0
236.0,135.0,154.0
358.0,157.0,166.0
292.0,244.0,131.0
211.0,242.0,231.0
438.0,246.0,317.0
293.0,182.0,253.0
217.0,212.0,225.0
233.0,177.0,162.0
288.0,295.0,265.0
233.0,179.0,176.0
192.0,135.0,152.0
287.0,171.0,212.0
238.0,149.0,171.0
206.0,187.0,154.0
361.0,236.0,239.0
230.0,172.0,229.0
224.0,237.0,239.0
277.0,249.0,162.0
256.0,253.0,174.0
271.0,173.0,161.0
322.0,135.0,166.0
216.0,206.0,173.0
430.0,270.0,176.0
193.0,168.0,149.0
272.0,226.0,129.0
235.0,215.0,153.0
312.0,218.0,132.0
324.0,263.0,167.0
394.0,186.0,197.0
333.0,170.0,187.0
214.0,187.0,174.0
252.0,195.0,148.0
181.0,215.0,160.0
299.0,267.0,149.0
333.0,225.0,198.0
414.0,242.0,145.0
234.0,185.0,161.0
265.0,202.0,244.0
258.0,167.0,244.0
287.0,180.0,208.0
222.0,216.0,154.0
165.0,170.0,180.0
172.0,147.0,138.0
261.0,266.0,152.0
250.0,230.0,185.0
220.0,163.0,171.0
229.0,181.0,147.0
239.0,301.0,161.0
346.0,199.0,299.0
281.0,186.0,146.0
292.0,235.0,244.0
276.0,250.0,174.0
297.0,263.0,279.0
234.0,165.0,229.0
231.0,155.0,138.0
347.0,189.0,169.0
212.0,157.0,231.0
226.0,195.0,229.0
335.0,225.0,183.0
275.0,273.0,149.0
315.0,262.0,123.0
284.0,169.0,153.0
295.0,183.0,177.0
247.0,217.0,157.0
284.0,224.0,154.0
414.0,327.0,151.0
271.0,250.0,223.0
235.0,160.0,174.0
244.0,246.0,159.0
303.0,226.0,139.0
390.0,172.0,193.0
238.0,225.0,171.0
227.0,156.0,146.0
240.0,229.0,132.0
247.0,181.0,169.0
365.0,140.0,159.0
283.0,189.0,159.0
240.0,193.0,223.0
232.0,195.0,161.0
303.0,180.0,242.0
215.0,186.0,198.0
410.0,249.0,146.0
209.0,174.0,166.0
275.0,154.0,174.0
227.0,248.0,170.0
239.0,254.0,256.0
296.0,200.0,155.0
239.0,167.0,159.0
216.0,185.0,147.0
340.0,295.0,178.0
252.0,256.0,276.0
302.0,170.0,154.0
314.0,153.0,263.0
215.0,223.0,142.0
208.0,204.0,151.0
160.0,213.0,139.0
195.0,170.0,141.0
196.0,215.0,133.0
208.0,185.0,148.0
