ashuman,asmachine,human
10095.180722891568,11516.057838660578,6917.67575322812
9616.816367265468,10553.541550474063,7709.26406926407
7702.735978112175,8825.217812197483,8806.711409395974
8703.485952133195,8690.10663507109,6725.61797752809
9255.243722304283,12077.474195506982,7058.061224489797
11498.756218905472,9632.145130490131,6242.4037812289
7761.779896702423,9089.201877934272,13264.684898929849
8849.35125115848,14890.670059372347,7804.16819012797
13723.358778625954,11161.722488038278,11323.36328626444
8139.177693761814,9420.50919377652,6491.401648998823
7272.226472838561,7791.93675889328,6230.743469524447
8625.045372050816,7211.231448054552,6669.210977701543
11432.256267409472,7630.488599348534,6046.39566395664
10361.611611611612,7712.6760563380285,5956.220258327668
8193.007860984691,9861.887935386168,5975.515151515152
10955.4882664648,10275.953206239168,6362.044926413632
10372.549019607844,11886.87898089172,10556.316916488222
7932.214369846879,7678.846153846153,5875.106990014266
9459.157626037011,10052.307692307691,8608.573436401966
8610.113574905354,9395.29010238908,4775.311315646995
8402.943516308671,8350.216986980782,5825.115207373272
8454.451612903225,7785.420054200542,4968.065693430657
9243.187203791467,9001.136363636364,5548.828372387588
10614.328899637245,8901.149425287356,6119.6035242290745
6717.190775681341,7447.512263489838,2897.179748555895
7659.72850678733,10673.60294117647,4102.563338301043
6227.143421572501,6165.6066536203525,4005.3611317944897
7697.444237918215,7922.463768115942,3776.727145847872
8357.311475409835,11399.011532125209,7216.595883698137
6124.801670146138,7712.464589235128,3486.937590711176
8488.383838383837,6165.526601520087,5195.915201654602
9325.067385444743,7004.631043256997,4587.018984094407
7996.4953271028035,6599.127272727273,6909.387755102041
8486.194029850747,9121.33863485752,6680.8981657179
8979.593023255813,10613.120567375889,5012.2987765614935
7753.626943005182,9276.759708737864,6372.356215213358
6819.534632034632,6278.3844765342965,5027.586206896552
8751.387054161163,6617.919075144509,4386.112872542803
9208.715083798885,10467.70060687795,6520.754716981132
9425.462392108508,9309.764918625677,7076.609523809523
9458.92002734108,7861.7314930991215,5952.729281767956
8631.18556701031,5935.762816553428,5940.5
6917.250530785563,8110.397877984084,8791.628721541156
6646.069692058347,6908.682811577081,3488.15262210349
12172.966101694916,8596.022727272726,5990.332733812949
7531.924360400446,7521.000658327847,6161.603188662533
8515.167095115681,8045.140388768898,4314.686658977316
8632.894736842105,5877.980604677696,7049.389671361503
8067.19022687609,6510.982658959537,5537.2484599589325
5731.592689295039,8848.345712356517,5762.36012207528
7820.603737422137,9445.00292226768,7147.445255474453
8456.417785234898,7152.144469525959,5706.697674418605
11628.440366972476,8681.877990430623,5126.2001627339305
8811.331444759207,8062.543402777777,5827.731629392972
6416.57172449508,5107.29391454467,5754.968244212252
8197.343453510435,8346.442360728075,6951.122448979592
9034.05017921147,8287.964338781574,5238.025507794048
9900.49099836334,6072.106261859582,7612.520593080725
7792.9718875502,6849.203640500569,6927.177700348431
8233.675715333822,8741.486411536329,5788.267898383372
9749.488054607507,10015.590008613264,6608.553971486762
11016.26213592233,10244.924060751398,4540.0888888888885
9617.284688995216,8595.695130557517,5511.2
9040.86339444116,8260.845839017735,6031.985940246046
9341.356450790412,9912.963988919668,4302.180318208603
7490.247678018576,6023.788328387735,5371.716042481833
10507.51708428246,9626.057401812688,8871.52847152847
9634.406294706723,7584.407484407484,5049.484944532488
8812.517780938833,7679.467258601554,3628.127696289905
7229.7706422018355,8123.167319529938,5262.438510189741
6631.183255019222,9673.33705980995,7649.8729351969505
11712.152501985704,13471.74603174603,6380.097613882863
10222.568340750158,7293.113425925925,4237.713139418255
9523.202416918428,10289.389067524116,4107.114561876089
9093.44262295082,7180.225352112676,3898.005203816132
9116.161616161617,9265.92039800995,4529.104477611941
9020.736891828055,9448.312801285483,6336.003303055326
7662.366230677764,10083.589743589744,4288.840262582057
8658.275520317145,9187.516960651288,7414.063079777366
9468.808988764044,8714.063556457066,8068.053927315357
8386.231486560613,8006.639954207212,5798.881431767338
6991.430046463603,6864.276286845579,6259.602076124567
10364.813559322034,12987.299158377966,7628.067226890756
7751.803091013166,6643.520309477756,5017.148456638903
8000.062073246431,6847.432638535841,1725.9600396769165
5220.913593835993,8386.436781609196,4280.154405086285
8736.158192090395,8813.540569020022,4261.788384128809
7532.31859883236,9068.571428571428,4825.318847425602
10552.809633027524,9121.92040429564,7573.703703703704
8154.022277227723,9866.73835125448,5744.222833562586
7650.9727626459135,8778.055404671375,3650.368607418587
8642.246330567965,5805.7675996607295,3561.9584360690383
8082.514840798704,8218.692165330043,3412.033050965144
9210.523446019628,10000.0,3908.088363193599
8899.690210656754,7434.660233212706,9884.080076263108
9407.022471910112,6830.241090146751,6189.841849148419
7402.720259845717,8870.09664582149,3829.7536732929993
6528.028933092224,6848.02095459837,4844.002525252526
5855.601659751037,7021.641791044776,4378.372024684102
10321.046443268664,6153.761691744611,5714.612037708484
10260.775862068966,7201.704545454545,5590.444711538461
10859.64664310954,11661.037955073583,5537.109375
9046.38036809816,9016.24500665779,3548.67617107943
10188.221343873518,9256.273478587527,7156.898029134532
8367.553923818265,6890.496393720832,4989.196832579186
11182.397476340691,9430.331023864512,4011.635514018692
7176.933638443936,7460.304375396322,5180.891289669143
8014.821648216483,7336.4396155453405,9487.015706806282
9252.858020897356,7872.670807453416,3705.533279871692
8274.349206349207,8806.188389923329,6268.20857863751
8124.750623441396,9900.255102040815,9637.320044296788
7543.214936247723,8815.61119293078,3184.402924451665
7721.256931608133,7069.965363681346,4949.921445404557
