ashuman,asmachine,human
244.12349883943887,226.21176173649675,140.11828370978782
223.95217279486295,304.06473373526,154.72304980302067
255.72062392598937,302.4261168384879,156.0398773006135
244.9743056677587,177.54639175257734,173.03256221325924
205.84826335893624,222.4110468850353,157.49907707375877
263.89060355937147,217.2360732182402,150.6644184525183
242.66666666666663,242.8525342676253,166.21793924372997
210.59272097053727,190.75,163.25175801598516
256.2014605569151,252.2477810650888,130.73639554746308
302.2277904328018,235.2760560930245,104.91398233541102
232.32700869003256,261.18874142357413,100.899522175646
179.70933107756375,235.26561035715525,183.4327258965999
227.0307205765428,304.20153675439144,155.81665483794654
222.52266638465875,263.615033218578,140.18367582138532
267.4946747613212,244.5343181564457,174.95324167358064
228.085498602002,253.4787485075558,143.72168935643566
256.5415189998031,283.25587467362925,179.31936374722045
339.2992715327472,370.7626550090494,137.74279038832134
242.1050211717484,229.3770159832212,167.97833052464313
158.03108278102175,233.94404332129963,207.2912856677606
245.1543756318095,230.3028979198902,197.50387789506925
246.76801161944832,217.9638969034209,129.08799411269976
237.65450916229628,212.33333333333331,118.84833483348336
257.19170941491785,281.4137783483098,190.8837029583877
287.4092042108239,299.9979248556183,120.53228078567504
234.67066100298223,225.02712647101453,133.85654008438817
316.21107654336674,290.4350018853695,197.93975741870952
292.8323378358798,220.13256569235315,197.72569858264703
256.66425305980727,232.9065344666747,152.13065679798694
191.6619218267824,219.13104203152363,126.1231429760955
193.8962661461747,208.1371954127128,135.4093784683685
272.1097695513606,230.3905506859007,164.75463593374764
291.1889007470651,204.8425611512226,149.39754585037605
259.7378422598034,247.2036486704393,150.8897959818374
240.2719816272966,236.0641379310345,162.64581421356644
271.3594164456233,247.9182612615233,187.77523117733097
221.91350361987256,225.2929165498552,194.5213102277384
283.209245954208,255.26668717337336,123.29420289855074
253.99569406470135,245.78426469557635,158.82731648616124
253.1850989978225,253.2423353425112,190.732857710462
251.86244624590125,253.61818213410717,143.22141826570908
255.72451920505,301.115183299772,229.64414414414412
251.28004870542185,232.4872489716497,220.10713621651772
228.94831480463512,223.76591760299624,205.13939929284413
213.30083780660647,231.79298699979688,327.6363443296905
270.84372506923563,241.6211854460094,136.46666912741767
228.0983094579291,261.3349462512776,154.5031082545949
285.94947232767515,247.6836553097876,223.74232721249865
245.01462543085728,255.88444308711397,167.72131892570258
238.0859098946016,258.2253101229479,183.97155439281264
259.4995524647876,263.3946587537092,233.7651006711409
215.28266546941245,259.6351051137658,156.33864692490383
244.31078853952917,317.4499232870708,214.83411214953276
234.20259067917883,227.55286106887328,170.87621892918625
203.9049295774648,251.7511087734541,116.76024590163937
207.25879867665168,212.66666666666663,165.1318233295583
257.5989310250576,209.60696202531648,139.0818363273453
275.1115352290237,268.38484826109425,195.7597944765575
218.4923753494703,227.8638161449716,207.62143487209647
234.2685227849964,299.88315217391306,234.5
239.62536052223865,239.63354855456143,191.3363848787804
257.7533963236226,269.79108329070505,238.7555001945919
210.4093067637138,229.9620422346966,173.7704494052266
262.5396336035694,246.1626159964649,177.1033478893741
225.12696443341605,251.2760851075217,154.64454671806573
267.659612625538,264.21980238708625,220.4925337186898
238.802541435749,231.13115922143515,216.59723119108423
235.8501872659176,251.73514180240505,136.8531878599549
245.35263653483992,236.7656743698372,179.06546201639156
218.7832198166468,263.550138338181,171.37539605341732
230.34504836748857,249.59113478203528,152.28721452310242
251.4267179670723,229.4214707526181,244.00904310045965
228.3347240256905,224.5920660550197,154.5793478509243
247.06210668323,245.2532364787112,215.5915915915916
270.62103621396136,240.90240803310272,150.45223278559786
265.55550024888,271.083766617676,194.18243980995504
292.6835348054333,266.48801604820426,211.37990258907973
230.83979055480123,244.90559780886417,147.03740860172925
240.30934498891895,244.5039805287836,172.11322750407896
249.6717387926446,295.56503163433376,263.23533390725413
208.2325317200689,252.2726203160363,139.09849303063314
